id,sequence,task,choices,response,response_type,domain,task_original,choices_original
DLVXNC,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
TMDWTK,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
TMDWTK,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
SXKQNA,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
SXKQNA,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
SXKQNA,0,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
SXKQNA,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A1} AND {B1} AT THE SAME TIME
SXKQNA,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
SXKQNA,3,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
SXKQNA,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
SXKQNA,5,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
SXKQNA,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
SXKQNA,7,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
SXKQNA,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
DXLCWP,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
DXLCWP,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
DXLCWP,0,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
DXLCWP,1,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
DXLCWP,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
DXLCWP,3,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
DXLCWP,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
DXLCWP,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
DXLCWP,6,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
DXLCWP,7,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
DXLCWP,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} AND {B} AT THE SAME TIME
DXLCWP,9,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
DXLCWP,10,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
DXLCWP,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
NXUCUL,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
NXUCUL,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
NXUCUL,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
NXUCUL,1,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
NXUCUL,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
NXUCUL,3,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
NXUCUL,4,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
NXUCUL,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} AND {B} AT THE SAME TIME
NXUCUL,6,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
NXUCUL,7,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
NXUCUL,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
NXUCUL,0,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
NXUCUL,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
NXUCUL,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
NXUCUL,3,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
NXUCUL,4,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
NXUCUL,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
NXUCUL,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
NXUCUL,7,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
NXUCUL,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} AND {B} AT THE SAME TIME
NXUCUL,9,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
NXUCUL,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
NXUCUL,11,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
SKAMRE,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
SKAMRE,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
SKAMRE,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
SKAMRE,1,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
SKAMRE,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
SGNHMW,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
SGNHMW,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
SGNHMW,0,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HOAVVI,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
HOAVVI,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
HOAVVI,0,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
HOAVVI,1,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
HOAVVI,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
HOAVVI,3,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
HOAVVI,4,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HOAVVI,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
HOAVVI,6,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
HOAVVI,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
HOAVVI,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
HOAVVI,9,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
HOAVVI,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
HOAVVI,11,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
PVVMGZ,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
PVVMGZ,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
PVVMGZ,0,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
PVVMGZ,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
PVVMGZ,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
PVVMGZ,3,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
PVVMGZ,4,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
PVVMGZ,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
PVVMGZ,6,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
PVVMGZ,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
PVVMGZ,8,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
PVVMGZ,9,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
PVVMGZ,10,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
PVVMGZ,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} AND {B} AT THE SAME TIME
LHDCFW,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
LHDCFW,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
LHDCFW,0,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LHDCFW,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
LHDCFW,2,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
LHDCFW,3,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
LHDCFW,4,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
LHDCFW,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
LHDCFW,0,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
LHDCFW,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
LHDCFW,2,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
LHDCFW,3,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is alive AND it is possible that {A} is dead,It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
LHDCFW,4,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
LHDCFW,5,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
LHDCFW,6,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LHDCFW,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is right AND it is possible that {B} is wrong,It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
LHDCFW,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
LHDCFW,9,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
LHDCFW,10,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
LHDCFW,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
POSJIT,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
POSJIT,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
POSJIT,0,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that {A} is right OR it is possible that {A} is wrong, OR BOTH",It is possible that: {A} is right AND {A} is wrong  AT THE SAME TIME
POSJIT,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is alive AND it is possible that {B} is dead,It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
POSJIT,2,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is right AND it is possible that {A} is wrong  ,It is possible that: {A} is right AND {A} is wrong AT THE SAME TIME
POSJIT,3,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is single OR it is possible that {A} is married, OR BOTH",It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
POSJIT,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is right OR it is possible that {B} is wrong, OR BOTH",It is possible that: {A} is right AND {B} is wrong AT THE SAME TIME
POSJIT,5,and;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,It is possible that  {A} is single AND it is possible that {A} is married  ,It is possible that: {A} is single AND {A} is married  AT THE SAME TIME
POSJIT,6,or;possible;A;possible;not;A,possible;and;A;not;A,True,verify,modal,"It is possible that  {A} is alive OR it is possible that {A} is dead, OR BOTH",It is possible that: {A} is alive AND {A} is dead AT THE SAME TIME
POSJIT,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is alive OR it is possible that {B} is dead, OR BOTH",It is possible that: {A} is alive AND {B} is dead AT THE SAME TIME
POSJIT,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} is single AND it is possible that {B} is married,It is possible that: {A} is single AND {B} is married AT THE SAME TIME
POSJIT,9,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} is single OR it is possible that {B} is married, OR BOTH",It is possible that: {A} is single AND {B} is married AT THE SAME TIME
