,id,CLOCK,MORALREASONING-TRIAL-HEADER,NO-CONTACT-TYPE,NICK,WRITER,WORDS-C,WORDS-NC,CONTACT-TYPE,response,CONTACT-EFFECT,REVERSE-EDIT,REV-PLAUSIBLE,IRRESOLVABLE-EDIT,IRR-PLAUSIBLE,sequence,REACTION-TIME,NOTES,domain,response_type,choices,task
10,5,1189019093.85958,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,CONTACT,IMPERMISSIBLE,HIT,The person next is a jerk. He likes to get drunk and finds fault with others,PLAUSIBLE,"The person next to  Frank has just graduated from college, leading a new life.",PLAUSIBLE,5,358.627708,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;CONTACT
11,5,1189018735.21519,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,CONTACT,IMPERMISSIBLE,HIT,"Although pulling the plug is to murder the sister, yet the brothers have no choice but die if they cannot have their sister\'s kidneys",IMPLAUSIBLE,"The brothers was very bad to their sister. They get all the legacy after she got illed and won\'t give money for her medication, which leads to her bad condition now.",IMPLAUSIBLE,4,232.790995,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;CONTACT
12,6,1189020642.78245,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,NOCONTACT,IMPERMISSIBLE,MISS,"Ordering them to drown people is impermissible.  It is likely though that the weaker ones will be pushed out by the mob I would imagine.  Perhaps if it is a group decision (rather than the decision of the captain) it becomes permissible (though I hate to say that groups should be given greater leeway than individuals because I think groups should be held to moral standards as well).  But, again, this is one of those situations that probably isn\'t moral (like killing someone else to save one\'s kids) but that would happen (and notice me distancing myself by passively saying \""would happen\"" rather than taking an active role :-)",PLAUSIBLE,Really it is irresolvable as is... I don\'t think the captain should order anyone\'s death (even if they are weaker).,IMPLAUSIBLE,6,328.090257,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;NOCONTACT
13,6,1189019505.50763,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,NOCONTACT,IMPERMISSIBLE,MISS,"Funny, my wife just asked me this very question about 3 weeks ago... I\'m not sure I can think of conditions that would change my answer.  I see taking action by doing something as different than taking action by not doing something (I don\'t really see the latter as taking action although I understand it may lead to harm; I don\'t think I\'d say it was moral to kill one person even if it meant others might not be killed).",IMPLAUSIBLE,"Oh, shoot... I just thought of conditions which might change my previous answer (if the five on the tracks were my children and the one up high wasn\'t I\'d probably do it even though I don\'t think it would be the moral thing to do).  For irresolvable, if there were an even number of my children in both spots.",PLAUSIBLE,2,1672.714123,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;NOCONTACT
14,6,1189017832.79072,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,CONTACT,IMPERMISSIBLE,HIT,If the woman has some sort of written directive that would indicate that she\'d want to do anything to prevent her babies from dying (including giving her own life).,PLAUSIBLE,If it is not reasonably clear from the evidence in hand that not operating on the woman would save her life.,PLAUSIBLE,1,283.253622,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;CONTACT
15,6,1189019876.92944,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,NOCONTACT,IMPERMISSIBLE,MISS,"Perhaps if the girl was also in a coma attached to the artificial lung with a serious degenerative disease... in other words, if she was basically dead already.",PLAUSIBLE,I don\'t know about this one... perhaps if she was actively dying but sure she didn\'t want her brothers to have her kidneys?,PLAUSIBLE,3,371.418994,Refers to trolley problem,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;NOCONTACT
16,6,1189020314.69026,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,CONTACT,IMPERMISSIBLE,HIT,"This one gave me pause because the five were kids and the other was an adult man, but it is a bit of a variation on the mother and babies.  Again, perhaps permissible if I don\'t know the man and the kids are mine (not moral but something I\'d do).  Or, perhaps, since he is conscious (unlike the mom), a real jerk who pushed the kids out of the way so he could get to the window.",PLAUSIBLE,I don\'t know.,IMPLAUSIBLE,5,301.647359,Refers to mother and 3 twins,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;CONTACT
17,6,1189020013.04063,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,CONTACT,IMPERMISSIBLE,HIT,"I don\'t see any difference between this one and the train tracks so I\'d say if the five in the water were my kids and the one on my boat was not a child.  It wouldn\'t be moral, in my opinion, but I might do it.",PLAUSIBLE,If the one on my boat is my child and the five in the water are my children.,PLAUSIBLE,4,136.097538,Interesting point,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;CONTACT
18,9,1189024138.18157,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,NOCONTACT,IMPERMISSIBLE,MISS,"Ordering the remaining survivors to drown himself (the captain) and any other volunteers would be morally permissible.  The captain has already been responsible for the deaths of the non-survivors from the shipwreck, so he and the crew should be first in line to sacrifice themselves.",PLAUSIBLE,"I think that the original situation is very close to irresolvable, but if there were any chance of rescue before the storm drowned everyone, but it was a very small chance, the issue would be irresolvable morally.",PLAUSIBLE,4,322.112526,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;NOCONTACT
19,9,1189023816.06505,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,NOCONTACT,IMPERMISSIBLE,MISS,"If NOT operating would cause the death of both the fetuses and the mother, then it would be permissible to operate in order to save the children.  Otherwise, the mother\'s right to her own life has more weight than two unborn children have against her.",PLAUSIBLE,"I feel the situation would be morally irresolvable if the chance of saving the twins successfully is very high but will certainly lead to the mother\'s death, while the chance of saving the woman\'s life by not operating is  less certain (but still has a fair chance of success) and may lead to the death of all three.",PLAUSIBLE,3,583.412402,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;NOCONTACT
20,9,1189026035.82292,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,NOCONTACT,IMPERMISSIBLE,MISS,"If Earl didn\'t know that his pulling the lever would cause the death of the other individual, he would be right to save the five.  It is his knowledge of choosing to kill one that makes it wrong for him to act.",PLAUSIBLE,"If Earl wants to save the 5 because they are his children, he still doesn\'t have the right to kill another person, but he has a moral case that he has the right to save his children.",PLAUSIBLE,5,1897.637575,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;NOCONTACT
21,9,1189026383.98688,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,CONTACT,IMPERMISSIBLE,HIT,"Again, I find it morally unacceptable to cause the death of one individual who would otherwise survive in order to save one or several who are in a situation where they will die.  But if the man was not going to be able to escape, Peter might be morally permitted to save the five  instead of allowing all 6 to die.",PLAUSIBLE,"If the five children were Peter\'s children, he would have a case for saying he wanted to save them and was morally bound to save then, but he still would not have the right to kill another person in order to achieve this goal.",PLAUSIBLE,6,348.153877,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;CONTACT
22,9,1189023232.64982,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,CONTACT,IMPERMISSIBLE,HIT,"If the passenger was an armed robber who had just hijacked the boat and was holding a gun to Geoff\'s head, he would push him over in self defense and then rescue the others.",PLAUSIBLE,"If the five swimmers are Geoff\'s mother, father, sister, and two of his children, and the passenger is his wife, I doubt he would find either option acceptable morally or emotionally.",PLAUSIBLE,2,194.040853,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;CONTACT
23,9,1189023038.58497,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,CONTACT,IMPERMISSIBLE,HIT,"If the sister was in a persistent vegetative state and was only being kept alive by the machine, it might become permissible to pull the plug, as she wouldn\'t be leading a meaningful or conscious life.",PLAUSIBLE,"If the sister was in a coma or was otherwise unresponsive, but she was not sure to die soon and might at some point recover her health/senses, I think the relative might have difficulty weighing the lives of two otherwise healthy individuals against that of one possibly healthy individual.  Her rights exist, but are they enough against her two brothers?",PLAUSIBLE,1,664.063851,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;CONTACT
24,12,1189023318.90444,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,NOCONTACT,IMPERMISSIBLE,MISS,The weakest individuals agree to be drowned.  Or else some 23 people agree to be drowned.  Or else everyone agrees to a fair lottery in which 7 people lose and are drowned.,PLAUSIBLE,"The 7 people volunteer to be drowned, but there is some chance (though a much smaller chance) that all 30 can be saved.",PLAUSIBLE,2,204.243409,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;NOCONTACT
25,12,1189023627.91262,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,NOCONTACT,IMPERMISSIBLE,MISS,"The woman ahead of time said (in her right mind) that if this scenario transpires, she would want the twins to be saved.  Or the woman will certainly die soon anyway.",PLAUSIBLE,"The mother is responsible for putting herself in a coma, but she did not intend to cause the death of her twins.",PLAUSIBLE,4,200.993607,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;NOCONTACT
26,12,1189023725.38448,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,NOCONTACT,IMPERMISSIBLE,MISS,"The one man is responsible for the out-of-control car, because he wanted to cause the death of the five people.",PLAUSIBLE,"The one man is responsible for the out-of-control car, but not because he wanted to cause the death of the five.",PLAUSIBLE,5,97.467978,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;NOCONTACT
27,12,1189023114.65831,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,CONTACT,IMPERMISSIBLE,HIT,"The man will not die if he falls out; alternatively, the man volunteers to be pushed through the window.",PLAUSIBLE,"The man volunteers to be pushed (and/or he won\'t die), but his falling out of the window will prevent five other children from getting to safety (they will all die in the burning building).",PLAUSIBLE,1,166.516722,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;CONTACT
28,12,1189023426.91629,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,CONTACT,IMPERMISSIBLE,HIT,The one passenger can swim and will not drown.  Or else the one passenger volunteers to be pushed.,PLAUSIBLE,"The one passenger volunteers to be pushed, but he is very depressed and it is unclear whether he would volunteer to be pushed if he was not depressed (we have evidence that he would, but we can\'t say for sure).",PLAUSIBLE,3,108.009968,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;CONTACT
29,12,1189023843.96531,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,CONTACT,PERMISSIBLE,MISS,The sister is healthy and will not die soon.,PLAUSIBLE,"The sister will die soon, but has explicitly said that she does not want her kidneys removed from her body, because she fervently believes that her kidneys house her soul.",PLAUSIBLE,6,118.57887,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;CONTACT
30,14,1189027735.36242,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,CONTACT,IMPERMISSIBLE,HIT,"The captain would instead ask for volunteers.  If there are none, he would come up with a plan to decide who must leave the boat and swim along side (ie, women and children stay, men go overboard, but the captain doesn\'t drown them on his own).",PLAUSIBLE,All the passengers are children.,PLAUSIBLE,1,132.429108,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;CONTACT
31,14,1189028180.97513,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,NOCONTACT,IMPERMISSIBLE,MISS,His dog would fall off the boat instead of a person,PLAUSIBLE,His kids are in the water AND on the boat,PLAUSIBLE,6,43.580301,Changing outcome,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;NOCONTACT
32,14,1189027917.72166,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,CONTACT,PERMISSIBLE,MISS,The woman is only 6 months pregnant and the odds of the babies surviving is slim to none,PLAUSIBLE,"The woman\'s husband wants to save his wife, the woman wants to sacrifice herself for the babies",PLAUSIBLE,3,88.66877,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;CONTACT
33,14,1189028004.32982,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,NOCONTACT,IMPERMISSIBLE,MISS,He can\'t see if anyone is on the footbridge (and thus doesnt know if anyone will die),PLAUSIBLE,5 people are on the footbridge too,PLAUSIBLE,4,86.605528,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;NOCONTACT
34,14,1189027829.0501,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,NOCONTACT,PERMISSIBLE,HIT,"The girl is otherwise healthy but kept alive by the artificial lung (ie, no degenerative disease)",PLAUSIBLE,The sister is perfectly healthy and can give only one kidney and must choose one brother to save,PLAUSIBLE,2,93.685673,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;NOCONTACT
35,14,1189028137.39316,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,CONTACT,IMPERMISSIBLE,HIT,He could throw a chair through that could possibly fall on someone below (he\'s not sure),PLAUSIBLE,The first situation is already a tough call,IMPLAUSIBLE,5,133.060583,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;CONTACT
36,16,1189032315.61518,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,NOCONTACT,PERMISSIBLE,HIT,"To become permissible, the members who are left to drown should be aware of the consequences of their decision and agree to it.  Also, if they are doing it in order to save their close family or friends who will stay on the boat, it would be permissible and even heroic.",PLAUSIBLE,"oh sorry about the previous answer.  I had forgotten what I put, and I thought that the answer at the bottom of the page was mine so I went with the opposite one.To make this situation irresolvable, the captain and the crew would have to be close family or friends to the weaker people in the boat.",PLAUSIBLE,1,342.259884,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;NOCONTACT
37,16,1189032434.05133,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,NOCONTACT,PERMISSIBLE,HIT,This would be impermissible if the passenger in the boat were fully aware that David was going to accelerate and he would die.,PLAUSIBLE,This would be irresolvable if all the people are close friends or family of David\'s.,PLAUSIBLE,2,118.433338,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;NOCONTACT
38,16,1189033112.80699,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,CONTACT,PERMISSIBLE,MISS,"Operating on the woman would be impermissible if her prognosis of coming out of her coma is good and soon.  Also, it would be impermissible if she never gave written or verbal consent to save her children or even casually expressed her opinion about her childrens\' lives vs. her life in conversation.",PLAUSIBLE,"Okay, wait a second.  How is she having three twins?  Does that mean sextuplets?  or just triplets?Anyway, it would be irresolvable if the operation had a low chance of success and the twins might die.",PLAUSIBLE,5,236.877917,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;CONTACT
39,16,1189034305.66203,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,CONTACT,IMPERMISSIBLE,HIT,"My concern is that the children will see him push the man and think that it\'s okay to do whatever it takes to survive.  So in order to make the push permissible, I suppose he would have to do it without any witnesses.",PLAUSIBLE,"If the man is a fellow fireman, it would be irresolvable.",PLAUSIBLE,6,1192.845743,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;CONTACT
40,16,1189032618.90726,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,NOCONTACT,PERMISSIBLE,HIT,"If the two brothers led evil/criminal/immoral lives and their sister was a good person, she should not have to sacrifice her life for them just because she isn\'t able to survive on her own.",PLAUSIBLE,This would be irresolvable if the sister only had one transplantable kidney or if the brothers needed more than one kidney each.,PLAUSIBLE,3,184.850453,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;NOCONTACT
41,16,1189032875.92385,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,CONTACT,IMPERMISSIBLE,HIT,"If Frank completely loathes the person next to him, it\'s permissible or if there is absolutely no other object he could use to slow the train down.",PLAUSIBLE,"This would be irresolvable if the five people were calling for help from Frank, the only other person around, and the one person was at least an acquaintance of Frank\'s (i.e. they had a decent length conversation before this incident).",PLAUSIBLE,4,257.013582,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;CONTACT
42,17,1189039634.21145,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,CONTACT,PERMISSIBLE,MISS,"If it is possible for people to float in the water and survive by holding onto the lifeboat, then the drowning would be impermissible.",PLAUSIBLE,"If the people drowned were the children, then the situation would be irresolvable.",PLAUSIBLE,2,413.606415,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;CONTACT
43,17,1189039993.97097,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,CONTACT,IMPERMISSIBLE,HIT,"If Geoff has a deep hatred or perpetual grudge towards his passenger, then I suppose it might be permissible to intentionally kill his passenger.",PLAUSIBLE,"If the five swimmers are friends of Geoff\'s, then the situation would be irresolvable.",PLAUSIBLE,3,359.756704,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;CONTACT
44,17,1189041064.32636,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,NOCONTACT,IMPERMISSIBLE,MISS,"If there is a father to raise the children and he agrees, the situation would be permissible.",PLAUSIBLE,"If there is no known father and the babies have one hundred chance of surviving with no injuries/critical conditions, then the situation is irresolvable.",PLAUSIBLE,6,214.974862,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;NOCONTACT
45,17,1189040849.34784,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,NOCONTACT,IMPERMISSIBLE,MISS,"If the man is already badly burned, swinging the window is permissible.",PLAUSIBLE,"If the children are orphans, the situation is irresolvable.",PLAUSIBLE,5,561.89353,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;NOCONTACT
46,17,1189039220.60232,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,NOCONTACT,IMPERMISSIBLE,MISS,If the person on the footbridge has a terminal illness or would die soon from some injury then pulling the lever would be permissible.,PLAUSIBLE,"If the person is a healthy human being, then the situation is irresolvable. Humans have no right to judge that sacrificing 1 life is worth saving 5 lives - what if that 1 life would go on to develop a cure for cancer or something. Making that judgment is like playing God.",PLAUSIBLE,1,1296.481769,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;NOCONTACT
47,17,1189040287.44629,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,CONTACT,PERMISSIBLE,MISS,"If the kidney does not match and the transplants would not be successful, then pulling the plug would be impermissible.",PLAUSIBLE,"If the sister has a chance to receive a transplant or something else that can reverse her condition, leading to a recovery, then the situation would be irresolvable.",PLAUSIBLE,4,293.472582,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;CONTACT
48,18,1189038954.38827,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,CONTACT,PERMISSIBLE,MISS,"If the weakest person is still very strong and in good health, it is impermissible.",PLAUSIBLE,"If everyone is so weak that even drowning the weakest person will not guarantee the survival of the remaining persons, then it is irresolvable.",PLAUSIBLE,4,217.264027,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;CONTACT
49,18,1189038567.365,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,CONTACT,IMPERMISSIBLE,HIT,"If the woman is proven to be unable to recover consciousness and the children are guaranteed to be brought up under a good education, then operate on the woman is permissible.",PLAUSIBLE,"If the women can recover consciousness, but there is guaranteed  good education for the twin, then it is irresolvable.",PLAUSIBLE,2,211.593528,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;CONTACT
50,18,1189039075.16996,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,NOCONTACT,IMPERMISSIBLE,MISS,"If the five persons are essential persons and the one who will fell is a criminal, then it is permissible. ",PLAUSIBLE,"If the five persons are essential scientist but the one who will fell is a man with integrity, then it is irresolvable.",PLAUSIBLE,5,120.778926,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;NOCONTACT
51,18,1189039209.96117,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,NOCONTACT,IMPERMISSIBLE,MISS,"If the five children are very promising talents and the man is burned heavily, then it is permissible.",PLAUSIBLE,"If the children are ordinary ones but the man is a famous artist, then it is irresolvable.",PLAUSIBLE,6,134.788102,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;NOCONTACT
52,18,1189038737.12142,MORALREASONING-TRIAL,MECHANISM,Railroad,Hauser,139,139,NOCONTACT,IMPERMISSIBLE,MISS,"If the five persons are very essential person and the one person is a criminal, then it is permissible. ",PLAUSIBLE,"If the five persons are essential scientist, but the one person on the main track is an innocent, conscientious railroad worker, then it is irresolvable.",PLAUSIBLE,3,169.753518,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Railroad;NOCONTACT
53,18,1189038355.76838,MORALREASONING-TRIAL,PERSON,Accident,JL,137,137,CONTACT,IMPERMISSIBLE,HIT,"If the brothers are highly respected scientist or leaders who are essential to the society, unplug the girl\'s artificial lung might be permissible.",PLAUSIBLE,"If the girl demonstrates a very strong desire for life and had been striven to live for several year in this wretched situation, I think pulling the plug might be irresolvable.",PLAUSIBLE,1,263.550848,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Accident;CONTACT
54,19,1189047938.30518,MORALREASONING-TRIAL,PERSON,Ship,JL,103,103,CONTACT,PERMISSIBLE,MISS,"If the possibility for rescue does not require strong rowers, then women and children, likely to be the weakest individual, should be saved first. ",PLAUSIBLE,"If neither option improves the chances of survival then the problem is irresolvable.  You might drown if you stay on the ship but then it may be easier for the rescue team to locate the ship than the lifeboat.  If you get on the lifeboat, you won\'t drown immediately but the choppy waters are still perilous.",PLAUSIBLE,2,421.260367,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Ship;CONTACT
55,19,1189048815.76636,MORALREASONING-TRIAL,MECHANISM,Fireman,Hauser,140,145,CONTACT,IMPERMISSIBLE,HIT,The situation would be permissible if the fall from the window would not kill the man. ,PLAUSIBLE,The situation would be irresolvable if the children were responsible for the fire in the first place.,PLAUSIBLE,5,134.367046,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Fireman;CONTACT
56,19,1189048967.31412,MORALREASONING-TRIAL,PERSON,Pregnancy,JL,119,119,NOCONTACT,PERMISSIBLE,HIT,"The situation would be impermissible if the woman was in the early stages of pregnancy, say the first trimester.  She could always have more children.  ",PLAUSIBLE,The situation is irresolvable if the operation might kill all three of them.,PLAUSIBLE,6,151.544656,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Pregnancy;NOCONTACT
57,19,1189048681.39629,MORALREASONING-TRIAL,MECHANISM,Motorboat,Hauser,118,118,NOCONTACT,IMPERMISSIBLE,MISS,The situation would be permissible if the passenger can swim well and survive the tumble. ,PLAUSIBLE,The situation is irresolvable if the five swimmers were all children.,PLAUSIBLE,4,140.799355,,moral,single-choice,PERMISSIBLE|IMPERMISSIBLE,Motorboat;NOCONTACT
